sensor,date,measurement
humidity,2023-04-25 13:36:26.752692,58
humidity,2023-04-25 13:36:26.752694,65
weight,2023-04-25 13:36:26.752696,2
weight,2023-04-25 13:36:26.752698,67
weight,2023-04-25 13:36:26.752700,162
humidity,2023-04-25 13:36:26.752702,49
temperature,2023-04-25 13:36:26.752704,94
temperature,2023-04-25 13:36:26.752706,17
humidity,2023-04-25 13:36:26.752708,56
light,2023-04-25 13:36:26.752709,3688
temperature,2023-04-25 13:36:26.752711,91
temperature,2023-04-25 13:36:26.752714,140
humidity,2023-04-25 13:36:26.752715,30
humidity,2023-04-25 13:36:26.752717,21
weight,2023-04-25 13:36:26.752719,36
light,2023-04-25 13:36:26.752721,1895
light,2023-04-25 13:36:26.752723,771
humidity,2023-04-25 13:36:26.752725,18
weight,2023-04-25 13:36:26.752727,78
weight,2023-04-25 13:36:26.752731,150
weight,2023-04-25 13:36:26.752735,191
light,2023-04-25 13:36:26.752737,1602
humidity,2023-04-25 13:36:26.752739,63
light,2023-04-25 13:36:26.752741,5172
weight,2023-04-25 13:36:26.752742,18
temperature,2023-04-25 13:36:26.752744,E7
humidity,2023-04-25 13:36:26.752746,29
light,2023-04-25 13:36:26.752748,1037
humidity,2023-04-25 13:36:26.752750,87
temperature,2023-04-25 13:36:26.752752,63
light,2023-04-25 13:36:26.752754,2165
weight,2023-04-25 13:36:26.752756,137
light,2023-04-25 13:36:26.752757,3791
humidity,2023-04-25 13:36:26.752759,6
temperature,2023-04-25 13:36:26.752761,3
light,2023-04-25 13:36:26.752763,4668
humidity,2023-04-25 13:36:26.752765,73
weight,2023-04-25 13:36:26.752767,101
light,2023-04-25 13:36:26.752769,1597
light,2023-04-25 13:36:26.752771,5491
light,2023-04-25 13:36:26.752773,4188
weight,2023-04-25 13:36:26.752775,173
temperature,2023-04-25 13:36:26.752777,80
humidity,2023-04-25 13:36:26.752781,45
humidity,2023-04-25 13:36:26.752783,39
weight,2023-04-25 13:36:26.752786,39
temperature,2023-04-25 13:36:26.752788,200
weight,2023-04-25 13:36:26.752790,E3
humidity,2023-04-25 13:36:26.752792,5
weight,2023-04-25 13:36:26.752794,E5
light,2023-04-25 13:36:26.752795,3574
weight,2023-04-25 13:36:26.752797,197
temperature,2023-04-25 13:36:26.752799,103
weight,2023-04-25 13:36:26.752801,111
light,2023-04-25 13:36:26.752803,6
humidity,2023-04-25 13:36:26.752805,82
light,2023-04-25 13:36:26.752806,3220
light,2023-04-25 13:36:26.752808,863
weight,2023-04-25 13:36:26.752810,98
light,2023-04-25 13:36:26.752812,3860
light,2023-04-25 13:36:26.752814,2278
temperature,2023-04-25 13:36:26.752816,E2
humidity,2023-04-25 13:36:26.752818,77
weight,2023-04-25 13:36:26.752819,199
temperature,2023-04-25 13:36:26.752822,71
humidity,2023-04-25 13:36:26.752823,E9
humidity,2023-04-25 13:36:26.752827,29
temperature,2023-04-25 13:36:26.752829,188
weight,2023-04-25 13:36:26.752830,26
light,2023-04-25 13:36:26.752832,3955
temperature,2023-04-25 13:36:26.752834,178
temperature,2023-04-25 13:36:26.752836,114
light,2023-04-25 13:36:26.752838,312
temperature,2023-04-25 13:36:26.752840,144
humidity,2023-04-25 13:36:26.752842,97
light,2023-04-25 13:36:26.752844,5484
humidity,2023-04-25 13:36:26.752845,E6
temperature,2023-04-25 13:36:26.752847,144
light,2023-04-25 13:36:26.752849,160
weight,2023-04-25 13:36:26.752851,7
light,2023-04-25 13:36:26.752853,3028
humidity,2023-04-25 13:36:26.752855,8
humidity,2023-04-25 13:36:26.752858,88
weight,2023-04-25 13:36:26.752860,167
light,2023-04-25 13:36:26.752862,1603
temperature,2023-04-25 13:36:26.752864,61
humidity,2023-04-25 13:36:26.752866,93
humidity,2023-04-25 13:36:26.752868,63
humidity,2023-04-25 13:36:26.752870,6
humidity,2023-04-25 13:36:26.752874,4
light,2023-04-25 13:36:26.752876,999
humidity,2023-04-25 13:36:26.752877,67
temperature,2023-04-25 13:36:26.752879,69
light,2023-04-25 13:36:26.752881,452
temperature,2023-04-25 13:36:26.752883,73
temperature,2023-04-25 13:36:26.752885,131
temperature,2023-04-25 13:36:26.752887,60
weight,2023-04-25 13:36:26.752888,E7
temperature,2023-04-25 13:36:26.752890,54
temperature,2023-04-25 13:36:26.752894,E6
humidity,2023-04-25 13:36:26.752896,41
temperature,2023-04-25 13:36:26.752898,187
humidity,2023-04-25 13:36:26.752900,64
temperature,2023-04-25 13:36:26.752902,133
weight,2023-04-25 13:36:26.752904,173
weight,2023-04-25 13:36:26.752906,43
weight,2023-04-25 13:36:26.752908,69
light,2023-04-25 13:36:26.752910,4886
light,2023-04-25 13:36:26.752912,2195
weight,2023-04-25 13:36:26.752914,185
temperature,2023-04-25 13:36:26.752916,20
humidity,2023-04-25 13:36:26.752918,53
temperature,2023-04-25 13:36:26.752948,57
light,2023-04-25 13:36:26.752950,5831
light,2023-04-25 13:36:26.752952,E7
temperature,2023-04-25 13:36:26.752954,178
temperature,2023-04-25 13:36:26.752956,E7
humidity,2023-04-25 13:36:26.752957,73
temperature,2023-04-25 13:36:26.752959,114
temperature,2023-04-25 13:36:26.752961,157
humidity,2023-04-25 13:36:26.752963,4
humidity,2023-04-25 13:36:26.752965,85
humidity,2023-04-25 13:36:26.752966,70
temperature,2023-04-25 13:36:26.752968,62
light,2023-04-25 13:36:26.752970,1097
temperature,2023-04-25 13:36:26.752972,175
temperature,2023-04-25 13:36:26.752974,43
humidity,2023-04-25 13:36:26.752976,57
light,2023-04-25 13:36:26.752978,5252
temperature,2023-04-25 13:36:26.752982,162
temperature,2023-04-25 13:36:26.752984,58
light,2023-04-25 13:36:26.752985,4592
weight,2023-04-25 13:36:26.752987,4
temperature,2023-04-25 13:36:26.752989,E5
temperature,2023-04-25 13:36:26.752991,84
humidity,2023-04-25 13:36:26.753011,92
weight,2023-04-25 13:36:26.753013,83
temperature,2023-04-25 13:36:26.753015,179
humidity,2023-04-25 13:36:26.753017,58
light,2023-04-25 13:36:26.753018,5784
humidity,2023-04-25 13:36:26.753020,79
temperature,2023-04-25 13:36:26.753022,98
temperature,2023-04-25 13:36:26.753024,108
temperature,2023-04-25 13:36:26.753026,132
temperature,2023-04-25 13:36:26.753028,64
temperature,2023-04-25 13:36:26.753031,78
weight,2023-04-25 13:36:26.753033,150
temperature,2023-04-25 13:36:26.753035,59
weight,2023-04-25 13:36:26.753037,168
humidity,2023-04-25 13:36:26.753038,38
light,2023-04-25 13:36:26.753041,2639
light,2023-04-25 13:36:26.753043,E4
light,2023-04-25 13:36:26.753044,E6
temperature,2023-04-25 13:36:26.753046,42
light,2023-04-25 13:36:26.753048,2563
light,2023-04-25 13:36:26.753050,2239
humidity,2023-04-25 13:36:26.753052,46
light,2023-04-25 13:36:26.753054,3723
temperature,2023-04-25 13:36:26.753057,32
weight,2023-04-25 13:36:26.753059,E6
light,2023-04-25 13:36:26.753061,2744
light,2023-04-25 13:36:26.753063,4689
weight,2023-04-25 13:36:26.753065,94
weight,2023-04-25 13:36:26.753067,34
humidity,2023-04-25 13:36:26.753069,19
light,2023-04-25 13:36:26.753070,4741
light,2023-04-25 13:36:26.753072,2956
weight,2023-04-25 13:36:26.753074,193
weight,2023-04-25 13:36:26.753076,E8
light,2023-04-25 13:36:26.753078,676
light,2023-04-25 13:36:26.753079,1885
temperature,2023-04-25 13:36:26.753081,146
light,2023-04-25 13:36:26.753084,456
light,2023-04-25 13:36:26.753086,5152
weight,2023-04-25 13:36:26.753088,83
light,2023-04-25 13:36:26.753090,E9
light,2023-04-25 13:36:26.753091,1030
weight,2023-04-25 13:36:26.753093,0
temperature,2023-04-25 13:36:26.753095,152
temperature,2023-04-25 13:36:26.753097,E6
temperature,2023-04-25 13:36:26.753098,E5
light,2023-04-25 13:36:26.753101,5113
weight,2023-04-25 13:36:26.753103,63
temperature,2023-04-25 13:36:26.753105,132
humidity,2023-04-25 13:36:26.753107,22
weight,2023-04-25 13:36:26.753109,83
humidity,2023-04-25 13:36:26.753111,36
light,2023-04-25 13:36:26.753112,2907
weight,2023-04-25 13:36:26.753114,32
humidity,2023-04-25 13:36:26.753116,11
temperature,2023-04-25 13:36:26.753118,57
weight,2023-04-25 13:36:26.753120,113
humidity,2023-04-25 13:36:26.753122,71
humidity,2023-04-25 13:36:26.753123,36
light,2023-04-25 13:36:26.753125,5895
light,2023-04-25 13:36:26.753127,2119
weight,2023-04-25 13:36:26.753131,119
weight,2023-04-25 13:36:26.753133,73
temperature,2023-04-25 13:36:26.753135,85
weight,2023-04-25 13:36:26.753137,69
temperature,2023-04-25 13:36:26.753139,156
light,2023-04-25 13:36:26.753141,1152
temperature,2023-04-25 13:36:26.753143,2
weight,2023-04-25 13:36:26.753145,141
humidity,2023-04-25 13:36:26.753148,49
light,2023-04-25 13:36:26.753150,3596
light,2023-04-25 13:36:26.753152,2287
temperature,2023-04-25 13:36:26.753154,53
weight,2023-04-25 13:36:26.753158,66
weight,2023-04-25 13:36:26.753160,89
temperature,2023-04-25 13:36:26.753161,121
light,2023-04-25 13:36:26.753163,602
light,2023-04-25 13:36:26.753165,5098
light,2023-04-25 13:36:26.753169,2314
weight,2023-04-25 13:36:26.753171,184
light,2023-04-25 13:36:26.753173,3705
weight,2023-04-25 13:36:26.753175,64
temperature,2023-04-25 13:36:26.753177,80
light,2023-04-25 13:36:26.753179,2687
light,2023-04-25 13:36:26.753181,1252
humidity,2023-04-25 13:36:26.753183,64
weight,2023-04-25 13:36:26.753185,92
temperature,2023-04-25 13:36:26.753187,108
humidity,2023-04-25 13:36:26.753188,15
humidity,2023-04-25 13:36:26.753190,80
humidity,2023-04-25 13:36:26.753192,1
light,2023-04-25 13:36:26.753194,93
light,2023-04-25 13:36:26.753198,E0
humidity,2023-04-25 13:36:26.753199,24
light,2023-04-25 13:36:26.753201,4540
temperature,2023-04-25 13:36:26.753203,96
temperature,2023-04-25 13:36:26.753205,65
temperature,2023-04-25 13:36:26.753207,16
weight,2023-04-25 13:36:26.753209,11
humidity,2023-04-25 13:36:26.753211,0
humidity,2023-04-25 13:36:26.753213,5
weight,2023-04-25 13:36:26.753215,111
weight,2023-04-25 13:36:26.753216,Test
humidity,2023-04-25 13:36:26.753218,12
light,2023-04-25 13:36:26.753220,2141
temperature,2023-04-25 13:36:26.753222,178
light,2023-04-25 13:36:26.753224,3569
weight,2023-04-25 13:36:26.753225,197
temperature,2023-04-25 13:36:26.753227,190
temperature,2023-04-25 13:36:26.753229,129
light,2023-04-25 13:36:26.753232,5672
light,2023-04-25 13:36:26.753234,2329
humidity,2023-04-25 13:36:26.753235,65
temperature,2023-04-25 13:36:26.753237,Test
humidity,2023-04-25 13:36:26.753239,48
light,2023-04-25 13:36:26.753242,436
temperature,2023-04-25 13:36:26.753244,58
light,2023-04-25 13:36:26.753246,3380
humidity,2023-04-25 13:36:26.753248,30
weight,2023-04-25 13:36:26.753250,E7
light,2023-04-25 13:36:26.753251,3746
temperature,2023-04-25 13:36:26.753253,74
weight,2023-04-25 13:36:26.753255,91
temperature,2023-04-25 13:36:26.753257,159
temperature,2023-04-25 13:36:26.753259,63
weight,2023-04-25 13:36:26.753261,64
temperature,2023-04-25 13:36:26.753263,190
weight,2023-04-25 13:36:26.753264,162
weight,2023-04-25 13:36:26.753266,162
weight,2023-04-25 13:36:26.753268,35
temperature,2023-04-25 13:36:26.753270,198
temperature,2023-04-25 13:36:26.753272,195
weight,2023-04-25 13:36:26.753274,193
light,2023-04-25 13:36:26.753276,2397
humidity,2023-04-25 13:36:26.753278,63
light,2023-04-25 13:36:26.753280,2592
light,2023-04-25 13:36:26.753283,3864
light,2023-04-25 13:36:26.753285,3456
light,2023-04-25 13:36:26.753289,4868
temperature,2023-04-25 13:36:26.753291,56
weight,2023-04-25 13:36:26.753293,86
weight,2023-04-25 13:36:26.753295,
humidity,2023-04-25 13:36:26.753297,37
light,2023-04-25 13:36:26.753299,4439
humidity,2023-04-25 13:36:26.753301,52
weight,2023-04-25 13:36:26.753303,2
humidity,2023-04-25 13:36:26.753305,42
temperature,2023-04-25 13:36:26.753307,9
light,2023-04-25 13:36:26.753309,646
light,2023-04-25 13:36:26.753310,803
weight,2023-04-25 13:36:26.753312,174
humidity,2023-04-25 13:36:26.753314,23
light,2023-04-25 13:36:26.753316,468
temperature,2023-04-25 13:36:26.753318,194
light,2023-04-25 13:36:26.753320,2334
weight,2023-04-25 13:36:26.753322,35
light,2023-04-25 13:36:26.753324,4323
light,2023-04-25 13:36:26.753326,3351
weight,2023-04-25 13:36:26.753328,188
temperature,2023-04-25 13:36:26.753330,108
humidity,2023-04-25 13:36:26.753332,92
weight,2023-04-25 13:36:26.753365,68
temperature,2023-04-25 13:36:26.753369,195
temperature,2023-04-25 13:36:26.753371,12
light,2023-04-25 13:36:26.753373,E8
humidity,2023-04-25 13:36:26.753375,73
humidity,2023-04-25 13:36:26.753377,53
humidity,2023-04-25 13:36:26.753379,57
temperature,2023-04-25 13:36:26.753381,90
humidity,2023-04-25 13:36:26.753383,15
temperature,2023-04-25 13:36:26.753385,115
temperature,2023-04-25 13:36:26.753387,43
humidity,2023-04-25 13:36:26.753389,31
weight,2023-04-25 13:36:26.753391,58
weight,2023-04-25 13:36:26.753393,61
light,2023-04-25 13:36:26.753395,5352
temperature,2023-04-25 13:36:26.753397,132
temperature,2023-04-25 13:36:26.753399,46
light,2023-04-25 13:36:26.753401,3835
temperature,2023-04-25 13:36:26.753403,63
weight,2023-04-25 13:36:26.753405,188
humidity,2023-04-25 13:36:26.753407,80
light,2023-04-25 13:36:26.753409,2509
temperature,2023-04-25 13:36:26.753411,141
light,2023-04-25 13:36:26.753415,890
humidity,2023-04-25 13:36:26.753417,E5
weight,2023-04-25 13:36:26.753419,8
humidity,2023-04-25 13:36:26.753421,70
light,2023-04-25 13:36:26.753423,2190
humidity,2023-04-25 13:36:26.753425,3
light,2023-04-25 13:36:26.753427,233
humidity,2023-04-25 13:36:26.753429,E4
light,2023-04-25 13:36:26.753430,5911
light,2023-04-25 13:36:26.753433,4918
weight,2023-04-25 13:36:26.753435,93
humidity,2023-04-25 13:36:26.753437,60
light,2023-04-25 13:36:26.753439,4439
light,2023-04-25 13:36:26.753441,E7
humidity,2023-04-25 13:36:26.753443,E0
humidity,2023-04-25 13:36:26.753446,98
humidity,2023-04-25 13:36:26.753448,73
light,2023-04-25 13:36:26.753450,563
light,2023-04-25 13:36:26.753452,2933
weight,2023-04-25 13:36:26.753454,128
humidity,2023-04-25 13:36:26.753456,100
humidity,2023-04-25 13:36:26.753458,72
weight,2023-04-25 13:36:26.753460,182
light,2023-04-25 13:36:26.753464,2485
humidity,2023-04-25 13:36:26.753466,44
temperature,2023-04-25 13:36:26.753468,148
temperature,2023-04-25 13:36:26.753470,76
weight,2023-04-25 13:36:26.753471,57
humidity,2023-04-25 13:36:26.753474,86
weight,2023-04-25 13:36:26.753476,49
weight,2023-04-25 13:36:26.753478,8
weight,2023-04-25 13:36:26.753480,22
temperature,2023-04-25 13:36:26.753481,65
temperature,2023-04-25 13:36:26.753483,164
temperature,2023-04-25 13:36:26.753486,102
weight,2023-04-25 13:36:26.753488,132
humidity,2023-04-25 13:36:26.753490,92
weight,2023-04-25 13:36:26.753492,17
humidity,2023-04-25 13:36:26.753494,E7
weight,2023-04-25 13:36:26.753495,139
weight,2023-04-25 13:36:26.753497,116
weight,2023-04-25 13:36:26.753499,E0
humidity,2023-04-25 13:36:26.753501,
light,2023-04-25 13:36:26.753502,634
temperature,2023-04-25 13:36:26.753504,165
weight,2023-04-25 13:36:26.753506,147
humidity,2023-04-25 13:36:26.753509,36
temperature,2023-04-25 13:36:26.753511,E4
weight,2023-04-25 13:36:26.753513,53
weight,2023-04-25 13:36:26.753515,E6
temperature,2023-04-25 13:36:26.753516,181
temperature,2023-04-25 13:36:26.753518,&^%$
weight,2023-04-25 13:36:26.753519,188
temperature,2023-04-25 13:36:26.753521,1
humidity,2023-04-25 13:36:26.753523,40
humidity,2023-04-25 13:36:26.753525,40
light,2023-04-25 13:36:26.753527,E1
humidity,2023-04-25 13:36:26.753528,80
weight,2023-04-25 13:36:26.753531,133
weight,2023-04-25 13:36:26.753532,166
light,2023-04-25 13:36:26.753534,2803
humidity,2023-04-25 13:36:26.753536,81
temperature,2023-04-25 13:36:26.753540,116
humidity,2023-04-25 13:36:26.753542,Test
temperature,2023-04-25 13:36:26.753544,160
weight,2023-04-25 13:36:26.753545,2
humidity,2023-04-25 13:36:26.753547,66
humidity,2023-04-25 13:36:26.753549,93
temperature,2023-04-25 13:36:26.753551,119
weight,2023-04-25 13:36:26.753568,182
light,2023-04-25 13:36:26.753570,4642
light,2023-04-25 13:36:26.753572,3864
light,2023-04-25 13:36:26.753574,4164
light,2023-04-25 13:36:26.753577,5975
weight,2023-04-25 13:36:26.753579,94
light,2023-04-25 13:36:26.753580,E4
light,2023-04-25 13:36:26.753582,1674
weight,2023-04-25 13:36:26.753584,&^%$
weight,2023-04-25 13:36:26.753587,50
light,2023-04-25 13:36:26.753589,3217
weight,2023-04-25 13:36:26.753591,82
temperature,2023-04-25 13:36:26.753593,62
humidity,2023-04-25 13:36:26.753595,85
temperature,2023-04-25 13:36:26.753597,115
light,2023-04-25 13:36:26.753599,1057
light,2023-04-25 13:36:26.753601,1217
humidity,2023-04-25 13:36:26.753603,8
weight,2023-04-25 13:36:26.753605,23
light,2023-04-25 13:36:26.753607,2913
light,2023-04-25 13:36:26.753609,1771
weight,2023-04-25 13:36:26.753611,&^%$
humidity,2023-04-25 13:36:26.753613,49
humidity,2023-04-25 13:36:26.753616,93
weight,2023-04-25 13:36:26.753618,64
weight,2023-04-25 13:36:26.753620,40
weight,2023-04-25 13:36:26.753622,26
light,2023-04-25 13:36:26.753624,3127
light,2023-04-25 13:36:26.753626,2640
weight,2023-04-25 13:36:26.753627,41
light,2023-04-25 13:36:26.753629,4402
light,2023-04-25 13:36:26.753631,5779
weight,2023-04-25 13:36:26.753633,194
light,2023-04-25 13:36:26.753635,760
humidity,2023-04-25 13:36:26.753637,14
light,2023-04-25 13:36:26.753639,73
temperature,2023-04-25 13:36:26.753641,E8
humidity,2023-04-25 13:36:26.753643,60
humidity,2023-04-25 13:36:26.753645,82
weight,2023-04-25 13:36:26.753646,63
light,2023-04-25 13:36:26.753648,1066
humidity,2023-04-25 13:36:26.753650,E1
humidity,2023-04-25 13:36:26.753652,18
light,2023-04-25 13:36:26.753654,3577
humidity,2023-04-25 13:36:26.753656,21
weight,2023-04-25 13:36:26.753658,174
humidity,2023-04-25 13:36:26.753661,21
light,2023-04-25 13:36:26.753663,571
weight,2023-04-25 13:36:26.753665,86
humidity,2023-04-25 13:36:26.753667,68
temperature,2023-04-25 13:36:26.753669,71
temperature,2023-04-25 13:36:26.753671,9
light,2023-04-25 13:36:26.753672,1690
humidity,2023-04-25 13:36:26.753674,66
weight,2023-04-25 13:36:26.753676,1
light,2023-04-25 13:36:26.753678,4254
weight,2023-04-25 13:36:26.753680,12
temperature,2023-04-25 13:36:26.753682,78
weight,2023-04-25 13:36:26.753684,68
weight,2023-04-25 13:36:26.753686,114
temperature,2023-04-25 13:36:26.753688,17
temperature,2023-04-25 13:36:26.753690,151
light,2023-04-25 13:36:26.753692,3713
weight,2023-04-25 13:36:26.753693,180
weight,2023-04-25 13:36:26.753695,87
weight,2023-04-25 13:36:26.753697,156
weight,2023-04-25 13:36:26.753700,175
temperature,2023-04-25 13:36:26.753702,188
light,2023-04-25 13:36:26.753704,5079
temperature,2023-04-25 13:36:26.753707,116
humidity,2023-04-25 13:36:26.753709,19
humidity,2023-04-25 13:36:26.753711,60
weight,2023-04-25 13:36:26.753714,125
light,2023-04-25 13:36:26.753716,5301
temperature,2023-04-25 13:36:26.753718,103
weight,2023-04-25 13:36:26.753720,53
weight,2023-04-25 13:36:26.753722,137
light,2023-04-25 13:36:26.753726,5556
humidity,2023-04-25 13:36:26.753728,71
light,2023-04-25 13:36:26.753729,3693
temperature,2023-04-25 13:36:26.753731,40
humidity,2023-04-25 13:36:26.753733,71
humidity,2023-04-25 13:36:26.753735,78
weight,2023-04-25 13:36:26.753737,100
light,2023-04-25 13:36:26.753739,3764
weight,2023-04-25 13:36:26.753741,143
weight,2023-04-25 13:36:26.753743,
light,2023-04-25 13:36:26.753744,5844
temperature,2023-04-25 13:36:26.753746,1
humidity,2023-04-25 13:36:26.753748,28
light,2023-04-25 13:36:26.753750,4555
temperature,2023-04-25 13:36:26.753751,3
humidity,2023-04-25 13:36:26.753755,16
weight,2023-04-25 13:36:26.753757,17
humidity,2023-04-25 13:36:26.753759,75
weight,2023-04-25 13:36:26.753761,7
weight,2023-04-25 13:36:26.753763,170
temperature,2023-04-25 13:36:26.753765,32
weight,2023-04-25 13:36:26.753767,156
temperature,2023-04-25 13:36:26.753768,82
humidity,2023-04-25 13:36:26.753770,24
light,2023-04-25 13:36:26.753772,5422
temperature,2023-04-25 13:36:26.753774,66
weight,2023-04-25 13:36:26.753776,88
light,2023-04-25 13:36:26.753778,2701
light,2023-04-25 13:36:26.753780,2420
temperature,2023-04-25 13:36:26.753782,E0
light,2023-04-25 13:36:26.753784,1849
humidity,2023-04-25 13:36:26.753786,96
temperature,2023-04-25 13:36:26.753788,118
humidity,2023-04-25 13:36:26.753790,10
light,2023-04-25 13:36:26.753791,4281
humidity,2023-04-25 13:36:26.753793,38
temperature,2023-04-25 13:36:26.753795,73
temperature,2023-04-25 13:36:26.753797,160
